titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
FabLab du Chalonnais,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://fablab-chalon.fr/,,,,,,,141 avenue Boucicaut,71100,Châlon-sur-Saône,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Fablab Bourbon Lancy,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/groups/1633321136980811/,Lionnel Bonnet,,,,,,,71140,Bourbon Lancy,France,,Lionnel Bonnet,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Atelier des Beaux Boulons,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,beauxboulons.org,Arnaud Charmet,06 48 70 39 74,,,,,4 rue Paul Doumer,89000,Auxerre,France,,Arnaud Charmet,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Fablab de Sens,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/pg/FablabSens/about/,,06 12 26 69 23,,,,,Maison de quartier des Piedalloues  1 bd des Pyrénées,89100,Sens,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Le Maillet de Joigny,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,www.lemailletdejoigny.fr,,07 66 21 17 76,,,,,Rue de la Pérouse,89300,Joigny,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Fabrique numérique de l'Avallonais,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://fabrique-numerique-avallonnaise.fr/,,07 67 80 08 54,,,,,,89200,Avallon,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Fablab LP Diderot,,DIY,PROTECTION,DIY/FABLAB,,,,,Patrick Febvay,33 3 84 57 37 27,,,,,Rue Alambert,90800,Bavilliers,,,Patrick Febvay,,,,,,,,
Fablab Lannion,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.fablab-lannion.org/,,,,,,,114 bis Route d'Avallon  58140 Lormes,22300,Lannion,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Esprit Fablab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/EspritFablab/,,,,,,,13 rue Abbé Gibert,22110,Rostrenen,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Open Factory,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://uboopenfactory.univ-brest.fr/,,02 98 01 83 22,,,,,6  avenue le Gorgeu - CS 93837,29238,Brest Cedex 3,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Les Fabriques du Ponant,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.lesfabriquesduponant.net/,Marie TREBAOL,06 04 94 84 79,,,,,2 Rue Paul Dukas - Bâtiment des associations,29200,Brest,France,,Marie TREBAOL,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Fablab Iroise,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://fablab-iroise.fr/,,06 11 05 70 24,,,,,4 place du vieux Marché,29290,Saint-Renan,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Konk’ar’Lab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.konkarlab.bzh,Olivier Audet,02 56 10 03 04,,,,,2 Rue des Charmes  29900 Concarneau,29900,Concarneau,France,,Olivier Audet,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Rias 3D,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://rias3d.fr/accueil.php,,06 51 34 82 47,,,,,RIAS3D salle 1 maison des associations,29360,Clohars-Carnoët,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
LabFab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.labfab.fr/,,,,,,,06 Cours des Alliés,35000,Rennes ,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
My Human Kit,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://myhumankit.org/,,+ 33 768 328 321,,,,,Chez Askoria 2 av. du bois Labbé,35000,Rennes ,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Les petits débrouillards grand ouest,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.lespetitsdebrouillardsgrandouest.org/,Hélène Bréard,02 99 50 05 14 / 06 82 25 21 85,,,,,187 rue de Châtillon,35000,Rennes ,France,,Hélène Bréard,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
la vilaine bidouille,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.fablabredon.org/wordpress/,,,,,,,Au campus électronique ESPRIT  6 rue de la Maillardais,35600,Redon,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
AUDELOR - FABLAB,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.audelor.com/,Léo	TALOTTE,02 97 12 06 40,,,,,12 Avenue de la Perrière,56000,Lorient,France,,Léo	TALOTTE,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
FabLab du pays de Lorient,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/FablabLorient/,,02 97 12 06 58,,,,,4 rue Galilée,56270,Ploemeur,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
La fabrique du Loch,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.lafabriqueduloch.org,Patrick Jullien,02 97 58 47 04,,,,,8 Rue Georges Clemenceau  56400 Auray,56400,Auray,France,,Patrick Jullien,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Icam,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/UsiLABbretagne/,Julien Lethuillier,02 22 77 01 64,,,,,9 rue du Commandant Charcot  ,56000,Vannes,France,,Julien Lethuillier,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
makerspace56,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://makerspace56.org/,Laure Sivadier,,,,,,Le Prisme – CP3 Place Albert Einstein ,56000,Vannes,France,,Laure Sivadier,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
espace kenere,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.espace-kenere.fr/EXPLOITATION/KENERE/fab-lab.aspx,Julien Amghar,02 97 39 00 61,,,,,34 Bis rue Général de Gaulle,56300,Pontivy,France,,Julien Amghar,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Mon-fablab . fr,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.mon-fablab.fr/,Xavier Hinault,,,,,,Route de Bubry - Saint-Yves,56310,Bubry,France,,Xavier Hinault,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Fablab Ajaccio,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://fablabajaccio.com/,,04.95.52.33.37,,,,,Corsica – 1  avenue Napoléon III – 20 000 Ajaccio,20000,Ajaccio,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Fablab Corti,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://fablab.universita.corsica/,Mathilde Ménager,04 20 20 22 33,,,,,Palazzu Naziunale  Haute-Ville  20250 Corti,20250,Corti,France,,Mathilde Ménager,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Le Fablab de Jarry,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.lefablabdeguadeloupe.com/contacts.html,,00590 690 55 92 40,,,,,Morne bernard Baie Mahault,97129,Baie Mahault,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Manifact,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://manifact.org/,Rudi FLOQUET,05 94 59 26 66,,,,,Espace associatif Galibi  26  Boulevard Malouet,,Saint-Laurent du Maroni ,France,,Rudi FLOQUET,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
NumLab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.ardi-gdi.fr/recherche-et-innovation/numerique/numlab/,,05 94 39 24 65,,,,,GUYANE DEVELOPPEMENT INNOVATION  Campus de Troubiran CS 90 235,97300,Cayenne,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Webcup Fablab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.webcup.fr/,,02 62 73 60 41,,,,,"Résidence SHLMR Montreuil 
208 Rue Maréchal Leclerc",97440,Saint-Denis,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
"Fablab Okartié – Sciences reunion
",,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://sciences-reunion.net/fablab-okartie/,,02 62 92 24 39,,,,,3 rue Serge Ycard,97490,Sainte-Clotilde,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Le labo Motive,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/lelabomotive/,Jean-Christophe,06 21 87 51 39,,,,,10  rue de la gare,18270,St.Maur,France,,Jean-Christophe,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
La Passerelle,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,Luc Poulet,,,,,,,18200,Saint-Amand-Montrond,France,,Luc Poulet,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
BétaMachine,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.betamachine.fr/,Arnaud Vieux,02 37 31 40 96,,,,,15 rue Victor Gilbert,28000,Chartres,France,,Arnaud Vieux,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
BerryLab36,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,www.berrylab36.org,Bernard Lanchais,,,,,,2 rue Jean Vaille,36000,Chateauroux ,France,,Bernard Lanchais,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
FUNLAB Tours,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://funlab.fr/,Aurélien Viney,,,,,,49 Boulevard Preuilly,37000,Tours,France,,Aurélien Viney,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
La Grange numérique,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.asso-info.org/,Stéphane Bué,06 34 62 31 09,,,,,23  rue Pierre Brossolette,37700,Saint Pierre des Corps,France,,Stéphane Bué,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Azay Tech,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/AzayTech3D/,Xavier Maquet,06 71 93 62 07,,,,,,37190,Azay le Rideau,France,,Xavier Maquet,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
FabLab Robert Houdin,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://fablab-robert-houdin.org/,Guillaume Lan Chow Wing,02 54 43 40 35,,,,,49 Boulevard Preuilly  37000 Tours,,Blois,France,,Guillaume Lan Chow Wing,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Atelier Numérique Romorantin,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://anr.adeti.org/,Franck Pichon,06 61 95 38 65,,,,,3  rue Jean Monnet  bat l'Atelier,,Romorantin,France,,Franck Pichon,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Industry Lab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.le-lab-o.fr/entreprise/industry-lab/,Christophe Alayrac,02 46 91 10 40,,,,,,45000,Orléans,France,,Christophe Alayrac,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
La Forge 4.5,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.laforge45.org/,,,,,,,2 bis Rue Ferdinand Buisson,45200,Montargis,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
La Fabrik,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://sites.google.com/view/lafabrik-fablab,,06 86 26 02 83,,,,,13  place des terres blanches,45200,Montargis,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Smart Materials,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://fablab.eisine.fr/,Laurine Renaux,03.24.59.64.93,,,,,"l'EiSINe Campus Sup Ardenne
08000 Charleville-Mézières",8000,Charleville-Mézières,France,,Laurine Renaux,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
MJC-MPT Aix-en-Othe,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/mjcmptaix/,,03 25 76 18 08,,,,,Rue Maréchal Foch,10160,Aix-Villemaur-Palis,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Fablab de l’université de Reims,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.saintex-reims.com/infos-pratiques/#noustrouver,Géraldine Taillandier,03 26 77 41 41,,,,,Chaussée Bocquaine  Esplanade André Malraux  51100 Reims,51100,Reims,France,,Géraldine Taillandier,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Saint Dizier Fablab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.saintdizierfablab.com/index.php,,09 51 22 40 51,,,,,"Espace créateurs d'entreprises
12 allée Jean Moulin
52100 Saint-Dizier",52100,Saint Dizier,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Lorraine Fab/LivingLab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.lf2l.fr/,Fabio Cruz,,,,,,Ateliers du bras vert  49 bd d'Austrasie,54000,Nancy,France,,Fabio Cruz,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Nancy Bidouille,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://nybi.cc/,Benjamin Ennesser Serville,,,,,,49 Boulevard d'Austrasie,54000,Nancy,France,,Benjamin Ennesser Serville,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
La Piscine,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://sites.google.com/view/piscine-petitsdebrouillards/accueil,Jérôme Tricomi ,03 83 96 38 94 / 0662519746,,,,,5 avenue de Metz,54320,Maxéville,France,,Jérôme Tricomi ,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Charly Lab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://iut-charlemagne.univ-lorraine.fr/presentation/services-communs/,,+33 3 72 74 33 40,,,,,2 ter bd Charlemagne,54000,Nancy,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Cefav Glass Fablab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,Paul et Sebastien,03.83.25.49.93,,,,,Rue de la Liberté,54112,Vannes-le-châtel ,France,,Paul et Sebastien,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Numérifab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.numerifab.fr/,,03 29 85 67 15,,,,,5 Place de la Mairie,55100,Bras-sur-Meuse,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Graoulab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://graoulab.org/,,,,,,,,57000,Metz,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Fabulis,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.fabulis.org/,,,,,,,,57200,Sarreguemines,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Av Lab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.av-lab.net/,,07 82 36 75 13,,,,,4 rue de la douane,67000,Strasbourg,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
La Fabrique,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://lafab.org/,François Kormann,07 69 18 66 65,,,,,91 Route des Romains  67200 Strasbourg,67000,Strasbourg,France,,François Kormann,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Technistub,,DIY,PROTECTION,DIY/FABLAB,,,,http://technistub.org/,Stephane Laborde,,,,,,2 rue des Flandres,68100,Mulhouse,,,Stephane Laborde,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Fablab-Vosges,,DIY,PROTECTION,DIY/FABLAB,,,,http://fablab-vosges.fr/,,03 55 82 25 00,,,,,15 Rue du Petit Saint-Dié  88100 Saint-Dié-des-Vosges,88100,Saint-Dié-des-Vosges,,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
FabLab de Château Thierry,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://fablab02.org/,Marion Majek,07 69 38 56 75,,,,,53 Rue Paul Doucet  02400 Château-Thierry,,Château-Thierry,France,,Marion Majek,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Popplace,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://pop.eu.com/,,,,,,,19 Rue Nicolas Leblanc,,Lille,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Spark Lab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.spark-dunkerque.fr/sparklab-28,,+33 7 69 88 72 29,,,,,15 rue du jeu de mail,,Dunkerque,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Agrilab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://agrilab.unilasalle.fr/,Luc Hanneuse,03 44 06 00 26,,,,,Lieu dit,,Troissereux,France,,Luc Hanneuse,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Co-Dev Autrèches,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://co-dev.org/,Stéphie Vincent,,,,,,,,Autrèches,France,,Stéphie Vincent,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Fablab l’Hermitage,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.hermitagelelab.com/,Jean Karinthi,+33 3 44 42 94 52,,,,,Rue de l'Hermitage,,Autrèches,France,,Jean Karinthi,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
MuséoLab – Louvre Lens Vallée,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://louvrelensvallee.com/,,03 21 77 43 30,,,,,86 Rue Paul Bert,,Lens,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Fablab Côte d’Opale,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://fablabcotedopale.com,,+33 3 21 19 47 78,,,,,885 Rue Louis Breguet Bat N°4  62100 Calais,,Calais,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
La Machinerie,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://lamachinerie.org,Yann Paulmier,09 66 85 18 51,,,,,1 bis rue de la Vallée,,Amiens,France,,Yann Paulmier,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
