titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
OpenLung BVM Ventilator,-,SANTE,HOPITAL,DIY/GROUPE,RESPIRATEUR_VENTILATOR,GROUPE,,https://gitlab.com/open-source-ventilator/OpenLung?fbclid=IwAR1cMnUQW_t-wksl8RsbsHRplAWurPFVD63eZi71qJ65h7G1-F9p5HA-grU,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Ventilator / vidéo d'explication : https://www.youtube.com/watch?v=vcuFVMVx930&feature=youtu.be&fbclid=IwAR2nwsROxwZNmnizLkoiEUNauFhFGBigEXsw7AGZajNFVEgvHYdOpXleTQk,,,en,CG,NR,,OUI,
InnspiraMED Open Source Mechanical Ventilators,-,SANTE,HOPITAL,DIY,RESPIRATEUR_VENTILATOR,ANONYME,,https://letsbeatcovid19.blogspot.com/,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,,,,en,CG,NR,,OUI,
Visières pour les soignants,-,SANTE,PROTECTION,DIY,VISIERE,INSTITUTION,Centrale Supelec,http://lafabrique.centralesupelec.fr/visiere/,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Visières,,,fr,CG,NR,Processus en cours le 25/03/2020,OUI,
Simply Flexible Mask Valvy,-,SANTE,PROTECTION,DIY,MASQUE_I3D,INDIVIDU,ANON,https://www.thingiverse.com/thing:4185367?fbclid=IwAR0r9Qd7JXxdsZBqOWiO45P9EO6G3LG5N-q8uoqiJa22LbZpd1gNrzwJ_6E,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,,,,en,CG,NR,,OUI,
face mask,-,SANTE,PROTECTION,DIY,MASQUE_I3D,ENTREPRISE,Cetus3D.,https://www.dropbox.com/s/ndal4gh8ufhmowi/face%20mask.zip?dl=0&fbclid=IwAR09ZAGiTbHyFirlyB_rBANkP19P2C7w6Tr0Ljk08La8sJs2pR8NmY7h_Q8,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,masque : en lien avec la boucle en dessous ,,,en,CG,NR,,OUI,
Mask buckle,-,SANTE,PROTECTION,DIY,MASQUE_I3D/ACCESSOIRE,ENTREPRISE,Cetus3D.,https://www.dropbox.com/s/cqcvuqf3vk510a3/Mask%20buckle.zip?dl=0&fbclid=IwAR2QguGLA7xJreqDOmBLEVH-88H-zhf-NIycpraaxEW_9rCkAEI4W12NONc,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,accessoire masque : en lien avec le masque au dessus ,,,en,CG,NR,,OUI,
EVA Covid Coronavirus Face Mask,-,SANTE,PROTECTION,DIY,MASQUE_I3D,ANONYME,,https://www.thingiverse.com/thing:4223817?fbclid=IwAR2W7DFx-nmwaS_1QY3a6Ey0fz6boiVNsGeS7vJ3ZFg_0Lb_4zhG4hitGfc,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,,,,en,CG,NR,,OUI,
COVID-19 MASK (Easy-to-print  no support  filter required),-,SANTE,PROTECTION,DIY,MASQUE_I3D,ANONYME,,https://www.thingiverse.com/thing:4225667?fbclid=IwAR3D_VHzPU5ehzRom5Mwvy0KP0NgBiVQvrWcZcghbgjlkSRc78Jm6uh6MZk,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Mask,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=0,OUI,
NanoHack  un masque open source imprimé en 3D contre Covid-19,-,SANTE,PROTECTION,DIY,MASQUE_I3D,ENTREPRISE,3Dnatives,https://www.3dnatives.com/es/nanohack-mascara-codigo-abierto-contra-covid-19-180320202/,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Mask,,,es,CG,NR,,OUI,
COUVERTURE RÉUTILISABLE DU CADRE D'UN MASQUE FACIAL RESPIRATOIRE,Couverture extérieure du masque,SANTE,PROTECTION,DIY,MASQUE_I3D,ANONYME,,https://cults3d.com/fr/mod%C3%A8le-3d/outil/reusable-facial-mask-frame,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Mask,,,fr,CG,NR,,OUI,
MINI-MASQUE POUR CORONAVIRUS COVID-19 AVEC FIL,-,SANTE,PROTECTION,DIY,MASQUE_I3D,ANONYME,,https://cults3d.com/fr/mod%C3%A8le-3d/outil/mini-mascara-para-coronavirus-covid-19-con-rosca,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Mask,,,fr,CG,NR,,OUI,
NanoHack,-,SANTE,PROTECTION,DIY,MASQUE_I3D,ENTREPRISE,Copper3D,https://copper3d.com/hackthepandemic/,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Mask : Ils indiquent clairement qu'une v2 va bientôt dortir et recommandent de ne plus imprimer la V1. Je ne sais pas si elle sera sur la même page web,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=0,OUI,
MASQUE DE PROTECTION COVID-19 FFP2 / PROTECTION MASK COVID-19 FFP2,"Il s'agit d'un modèle de valve inspiré du masque ""nanoHack""  permettant de créer un masque filtrant de catégorie FFP2 avec une pastille prélevée dans un masque ffp2 jetable",SANTE,PROTECTION,DIY,MASQUE_I3D,ANONYME,,https://cults3d.com/fr/mod%C3%A8le-3d/outil/masque-de-protection-covid-19-ffp2,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,mask FFP2,,,en/fr,CG,NR,,OUI,
Comment faire un nasobuco ou un masque à la maison,-,SANTE,PROTECTION,DIY,MASQUE_TISSU,INDIVIDU,,http://www.juventudrebelde.cu/suplementos/asi-de-facil/2020-03-10/como-hacer-un-nasobuco-o-mascarilla-en-casa,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,masque en tissus ,,,es/fr,CG,NON,,OUI,
Masques de protection simplifiés pour gouttelettes d’eau - Dossier IFTH 16 Mars 2020 ,-,SANTE,PROTECTION,DIY,MASQUE_TISSU,INSTITUTION,Institut français du textile et de l'habillement,https://www.csfmodeluxe-masques.com/uploads/1/2/9/1/129160673/masques_de_protection_simplifie%CC%81_1.pdf,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,masques de trois niveaux,,,fr,CG,PARTIELLE,?,OUI,
MODE OPÉRATOIRE Masque respiratoire,-,SANTE,PROTECTION,DIY,MASQUE_TISSU,ENTREPRISE,Les tissages de Charlieu,file:///C:/Users/garni/OneDrive/Documents/Corona/Mode-operatoire%20-%20discord%20de%20maker%20entraide.pdf,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,ATTENTION : Je ne sais pas vraiment si c'est un doc interne à l'entreprise ou un qui a vocation à circuler. j'ai été conduite à tomber dessus mais c'est pe pas normal. Lien du site associé : https://ltc-jacquard.com/accueil/les-tissages-de-charlieu-masques-de-confinement/,,,fr,CG,NR,,OUI,
facemask sewing pattern,-,SANTE,PROTECTION,DIY,MASQUE_TISSU,ANONYME,,https://freesewing.org/blog/facemask-frenzy/,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,masque tissu ,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=0,OUI,
Basic adult face mask,-,SANTE,PROTECTION,DIY,MASQUE_TISSU,INDIVIDU,,http://antisocialartshow.org/basic-adult-face-mask/?fbclid=IwAR2Z9sx8CwOibzHHCZruqX35PblgpB6eZlYvbQJVnkS6Dt0XDMTP3oRB4Dg,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,,,,en ,CG,NR,,OUI,
WHO-recommended Handrub Formulations,-,SANTE,HYGIENE,DIY,GEL,ANONYME,,https://www.who.int/gpsc/5may/Guide_to_Local_Production.pdf,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Gel Hydroalcoolique,,,fr,CG,NR,,OUI,
Gel desinfectant à base d'étanol (français et espagnol),-,SANTE,HYGIENE,DIY,GEL,ANONYME,,https://www.appropedia.org/Gel_desinfectante_a_base_de_etanol,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Gel Hydroalcoolique,,,fr/es,CG,NR,,OUI,
Minimal Universal Respirator,-,SANTE,HOPITAL,DIY/INDUSTRIEL,RESPIRATEUR_VENTILATOR,GROUPE,,https://www.mur-project.org/,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,respirateur,,,fr/en,CG,NR,En cours le 25/03 validation prévue pour la fin de semaine (28 ou 29 Mars),OUI,
Homemade box UV C for sterilization,-,SANTE,HYGIENE,DIY,STERILISATION,INDIVIDU,,https://www.youtube.com/watch?v=gYwhYv1uIUI,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Boite de stérilisation,,,en,CG,NR,,-,
DIY face mask,,SANTE,PROTECTION,DIY/PRO,MASQUE_TISSU,INDIVIDU,Taiwanese doctor,https://mustsharenews.com/cloth-face-mask/,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Masque en tissu avec ouvereture,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=0,-,
Face mask Fabric (Chinese pdf),,SANTE,PROTECTION,DIY,MASQUE_TISSU,ANONYME,,https://www.pref.oita.jp/uploaded/attachment/2070448.pdf,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Masque en tissu avec ouvereture,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=1,-,
Simple Respiratory Mask (Academic publication  2006),,SANTE,PROTECTION,DIY/PRO,MASQUE_TISSU,INSTITUTION,Centers of Disease Control and Prevention (US),https://wwwnc.cdc.gov/eid/article/12/6/05-1468_article,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Masque tissu - Article académique de 2006,,,en,CG,NR,Publié il y a + de 10 ans / pas une initiative de maker,-,
DIY Cloth Face Mask,,SANTE,PROTECTION,DIY,MASQUE_TISSU,INDIVIDU,,https://www.instructables.com/id/DIY-Cloth-Face-Mask/,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=0,OUI,
How to make a Face Mask (US),,SANTE,PROTECTION,DIY/PRO,MASQUE_TISSU,INSTITUTION,Deaconess,https://www.deaconess.com/How-to-make-a-Face-Mask,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Tuto d'un hopital dans l'Indiana,,,en,CG,NR,Sur leur page ils precisent bien qu'ils ne peuvent pas respecter les normes habituelles,-,
Reusable DIY Cloth Mask with Disposable Middle Layer Filter,,SANTE,PROTECTION,DIY,MASQUE_TISSU,-,,https://diymask.site/,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Tuto a base d'objets du quotidien,,,en/chi,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=0,OUI,
SEWING INSTRUCTIONS FOR THE FACE MASK PATTERN - Belgium Public Health,,PROTECTION,PROTECTION,DIY,MASQUE_TISSU,INSTITUTION,Belgium Public Health,https://makefacemasks.com/,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_1.png?raw=true,guidelines en belgique,,,en,CG,-,Approved by the FPS Public Health,OUI,
Mask COVID-19 - 3D printed,,SANTE,PROTECTION,DIY,MASQUE_I3D,ANONYME,,https://www.thingiverse.com/thing:3186997,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,etrange,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=0,OUI,
Free mask pattern and instructions!,,SANTE,PROTECTION,DIY,MASQUE_TISSU,-,,https://imgur.com/gallery/p517T4h,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,masque tissu ,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=1,OUI,
Face Mask Hook - 3D printed,,SANTE,PROTECTION,DIY,MASQUE/ACCESSOIRE,INDIVIDU,,https://www.thingiverse.com/thing:4225191,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Accessoire  attache de masque en i3D,,,en/chi,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=2,OUI,
3D Printable Air Tight Filter Mask (Experimental),,SANTE,PROTECTION,DIY,MASQUE_I3D,-,,https://hackaday.io/project/170487-3d-printable-air-tight-filter-mask-experimental,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,forme originale,,,fr,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=3,OUI,
Masque thermoformé prototype,,SANTE,PROTECTION,DIY,MASQUE_I3D,INDIVIDU,,https://www.thingiverse.com/thing:4231076,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,il annonce thermoformé mais aussi I3D,,,fr,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=4,OUI,
FACE MASK PATTERN,,SANTE,PROTECTION,DIY,MASQUE_TISSU,INDIVIDU,,https://hellosewing.com/face-mask-sewing-pattern/,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=5,OUI,
Sewing Fabric Face Masks,,SANTE,PROTECTION,DIY/PRO,MASQUE_TISSU,INSTITUTION,Unity Point Health (USA),https://www.unitypoint.org/cedarrapids/sewing-surgical-masks.aspx,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,diffusé par  un centre hospitalier au USA,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=6,OUI,
Vaccum formed sealed mask,,SANTE,PROTECTION,DIY,MASQUE_I3D,INDIVIDU,,https://www.thingiverse.com/thing:4234487,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Forme originale : Vaccum formed et 3D printed ,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=7,OUI,
(Adaptador Mascara decathlon- Filtro) Adaptateur de masque Decathlon - Filtre,,SANTE,PROTECTION,DIY,MASQUE/ACCESSOIRE,INDIVIDU,,https://www.thingiverse.com/thing:4227369,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Accessoire pour adapter les masques décathlon - prototype,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=8,OUI,
Thermoformed mask,,SANTE,PROTECTION,DIY,MASQUE_I3D,-,,https://www.thingiverse.com/thing:4234658,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,proto!!,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=9,OUI,
Mold for DIY Protective Face Mask - 3D Printed form for making paper pulp masks,,SANTE,PROTECTION,DIY,RESPIRATEUR_VENTILATOR,-,,https://www.instructables.com/id/DIY-Protective-Face-Mask/,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,moule pour masque en papier maché,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=10,OUI,
DIY mask for basic protection from corona,,SANTE,PROTECTION,DIY,MASQUE_TISSU,INDIVIDU,,https://www.youtube.com/watch?v=oLEE8RcyYo8,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,vidéo youtube de pliage,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=11,OUI,
Face Mask Sewing Pattern,,SANTE,PROTECTION,DIY,MASQUE_TISSU,INDIVIDU,,https://www.craftpassion.com/wp-json/mv-create/v1/creations/19/print,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,masque en tissu,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=12,OUI,
A.B. Mask - for a Nurse by a Nurse,,SANTE,PROTECTION,DIY,MASQUE_TISSU,INDIVIDU,nurse,https://www.instructables.com/id/AB-Mask-for-a-Nurse-by-a-Nurse/,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,masque par une infirmière,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=13,OUI,
MY FACE MASK: Masque avec filtre interchangeable,,SANTE,PROTECTION,DIY,MASQUE_I3D,ENTREPRISE,WASP 3D Printers,https://www.3dwasp.com/mascherina-stampata-3d-da-scansione-3d/?fbclid=IwAR2a7v_y6ly8GL_ghWONz9M68LNunH3YVz77F0wkIo_SmvZKoWUgNNHCnCM,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,3D printed avec filtre remplaçable,,,fr/it/en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=14,OUI,
How to make masks out of vacuum bags,,SANTE,PROTECTION,DIY,MASQUE_TISSU,INDIVIDU,,https://www.youtube.com/watch?v=-fBWTDoa7x4,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Tuto video masque en tissu,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=15,OUI,
Mask tissu from Grenoble Alpes University Hospital Center (CHUGA),,SANTE,PROTECTION,DIY/PRO,MASQUE_TISSU,GROUPE,University Hospital Center (CHUGA),https://pad.degrowth.net/s/SyXCngBLL,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,basé sur : https://www.craftpassion.com/face-mask-sewing-pattern/,,,en,CG,NR,En lien avec CHUGA,OUI,
Naehanleitung - Instruction de couture (Allemand),,SANTE,PROTECTION,DIY,MASQUE_TISSU,-,,https://media.essen.de/media/wwwessende/aemter/0115_1/pressereferat/Mund-Nasen-Schutz__Naehanleitung_2020_Feuerwehr_Essen.pdf,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,pdf en Allemand,,,de,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=15,OUI,
Tutoriel masque sans couture réutilisable lavable DIY covid19,,SANTE,PROTECTION,DIY,MASQUE_TISSU,GROUPE,Fablab Bordeau,https://www.youtube.com/watch?v=LnBb9Z8gdF4,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Tuto vidéo masque en tissu basique,,,fr,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=16,OUI,
COV3D - FFF (FDM) 3d-print optimised mask that can be customised by photogrammetry,,SANTE,PROTECTION,DIY,MASQUE_I3D,-,,https://grabcad.com/library/cov3d-fff-fdm-3d-print-optimised-mask-that-can-be-customised-by-photogrammetry-2,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=17,OUI,
Pleated mask,,SANTE,PROTECTION,DIY,MASQUE_TISSU,-,,https://drive.google.com/drive/folders/1och-RQ45PvDtQw7VVZ7XxIcs5e21qhUp,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Pas clair ce truc,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=18,-,
How To Make a Face Mask,,SANTE,PROTECTION,DIY,MASQUE_TISSU,-,,https://www.joann.com/how-to-make-a-face-mask/042188731P321.html,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=19,-,
Emergency mask for hospital ventilators (with decathlon masks),Ils travaillent notamment sur les valves,SANTE,HOPITAL,DIY,RESPIRATEUR_VENTILATOR,INSTITUTION,Isinnova,https://www.isinnova.it/easy-covid19-eng/,,,PLA,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,,,,en,CG,UTILISE_DANS_STRUCT_MEDICALE_ETR,"Sur grp il est noté que : Testée au Chiari Hospital (Italie). 500 patients équipés
sur le groupe (Mathilde) : https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?userstoinvite=remy.seillier@francetierslieux.fr&ts=5e78b17e&actionButton=1#gid=1181031314",OUI,
Door Opener - Covid 19,,SANTE,PROTECTION,DIY,PORTE,INDIVIDU,,https://www.thingiverse.com/thing:4229393,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Ouvreur de porte en I3D,,,en,CG,NR,sur le groupe (Mathilde) : https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?userstoinvite=remy.seillier@francetierslieux.fr&ts=5e78b17e&actionButton=1#gid=1181031315,OUI,
