titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
ENSAM Campus de Bordeaux-Talence,Fabrication mécanique (découpe laser  jet d'eau  usinage) fab add métallique et polymère  conception  scan,NUMERIQUE,,DIY,,ENTREPRISE,,,xavier.aubard@ensam.eu,0625692131,SLM  FDM,Fabrication mécanique (découpe laser  jet d'eau  usinage) fab add métallique et polymère  conception  scan,,,,,BORDEAUX,France,,Fabrication mécanique (découpe laser  jet d'eau  usinage) fab add métallique et polymère  conception  scan,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Campus Arts et Métiers de Châlons-en-Champagne,Impression 3D pour visières de protection   2 Volumic3D (30pro et 30ultra  1 Makerbot2X  1 Raise3D pro2+,NUMERIQUE,,DIY,,ENTREPRISE,,https://artsetmetiers.fr,bre.chalons@ensam.eu,,FDM,Impression 3D pour visières de protection   2 Volumic3D (30pro et 30ultra  1 Makerbot2X  1 Raise3D pro2+,,,,,CHALONS-EN-CHAMPAGNE,France,,Impression 3D pour visières de protection   2 Volumic3D (30pro et 30ultra  1 Makerbot2X  1 Raise3D pro2+,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Boomerang 33,5 machines 200/200 et une machnie 400/400,NUMERIQUE,,DIY,,ENTREPRISE,,http://www.boomerang33.fr/,michelappriou@gmail.com,0766719924,FDM,5 machines 200/200 et une machnie 400/400,,,,,Cestas,France,,5 machines 200/200 et une machnie 400/400,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
OKM3D/Rupture Tech Consulting,"8 Raise3D Pro2 serie
2 Zortrax  M200
3 Zortrax M300 Dual
1 iBridger i340 (High Temp) 
1 Omnitech Omnisys (High Temp)
1 Ultimaker S5
2 Sinterit Lisa (SLS)
10 Kodak Portraits 
1 Tiertime X5
1 Tiertime UP 300
Nous pouvons ajouter à cela une partie de park de notre réseau. Et multiplier rapidement le nombre de machines.",NUMERIQUE,,DIY,,ENTREPRISE,,https://www.3d-drucker-experte.de,rupturetech@okm3d.de,0783229788,FDM et SLS,"8 Raise3D Pro2 serie
2 Zortrax  M200
3 Zortrax M300 Dual
1 iBridger i340 (High Temp) 
1 Omnitech Omnisys (High Temp)
1 Ultimaker S5
2 Sinterit Lisa (SLS)
10 Kodak Portraits 
1 Tiertime X5
1 Tiertime UP 300
Nous pouvons ajouter à cela une partie de park de notre réseau. Et multiplier rapidement le nombre de machines.",,,,,Montpellier,France,,"8 Raise3D Pro2 serie
2 Zortrax  M200
3 Zortrax M300 Dual
1 iBridger i340 (High Temp) 
1 Omnitech Omnisys (High Temp)
1 Ultimaker S5
2 Sinterit Lisa (SLS)
10 Kodak Portraits 
1 Tiertime X5
1 Tiertime UP 300
Nous pouvons ajouter à cela une partie de park de notre réseau. Et multiplier rapidement le nombre de machines.",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Sanofi,MK3s  Ultimaker UM2+  Volumic StreamUltra 30 SC  Zmorph,NUMERIQUE,,DIY,,ENTREPRISE,,,jean.alie@sanofi.com,0664287007,FDM,MK3s  Ultimaker UM2+  Volumic StreamUltra 30 SC  Zmorph,,,,,Montpellier,France,,MK3s  Ultimaker UM2+  Volumic StreamUltra 30 SC  Zmorph,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
LABSud,"1 Raise 
2 Prusa
3 Snap
1 Ultimaker
1 Duplicator
3 UNDER3 
+ 25 imprimantes en distribué",NUMERIQUE,,DIY,,ENTREPRISE,,www.labsud.org,president@labsud.org,09 84 31 82 08,FDM et SLA,"1 Raise 
2 Prusa
3 Snap
1 Ultimaker
1 Duplicator
3 UNDER3 
+ 25 imprimantes en distribué",,,,,Montpellier,France,,"1 Raise 
2 Prusa
3 Snap
1 Ultimaker
1 Duplicator
3 UNDER3 
+ 25 imprimantes en distribué",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Hi :C2LM,1 ultimaker S5,NUMERIQUE,,DIY,,ENTREPRISE,,,contact@c2lm-jamet.fr,0660430912,FDM,1 ultimaker S5,,,,,GUIGNEN,France,,1 ultimaker S5,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Groupe Sterenn&Co,10 Ultimaker 3,NUMERIQUE,,DIY,,ENTREPRISE,,sterennco.com,a.cantin@sterennco.com,0675212711,FDM,10 Ultimaker 3,,,,,Rennes,France,,10 Ultimaker 3,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Hephaprint,Service d'impression 3D  Machines 9 Fdm et 1 SLA  6 prusa mk3  3 creality cr10s dont 2 grands format (50cm),NUMERIQUE,,DIY,,ENTREPRISE,,www.hephaprint.fr,info@hephaprint.fr,0623173956,FDM SLA,Service d'impression 3D  Machines 9 Fdm et 1 SLA  6 prusa mk3  3 creality cr10s dont 2 grands format (50cm),,,,,Rennes,France,,Service d'impression 3D  Machines 9 Fdm et 1 SLA  6 prusa mk3  3 creality cr10s dont 2 grands format (50cm),https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Studio Zig Design,"1x Form2 Formlabs
1x Up Box + Tiertime",NUMERIQUE,,DIY,,ENTREPRISE,,www.zigdesignstudio.com,contact@zigdesignstudio.com,0674382653,SLA  FDM,"1x Form2 Formlabs
1x Up Box + Tiertime",,,,,Rennes ,France,,"1x Form2 Formlabs
1x Up Box + Tiertime",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
SLS France,"Skills :
Conception et fabrication de dispositifs médicaux 

Machines :
4 x SLM125HL
1 x Techgine SLM120
4 x Formlabs
1 x Usinage 5 axes
2 x Décolleteuses

Spécial :
1 x Salle blanche ISO7 nettoyage/conditionnement de dispositifs médicaux",NUMERIQUE,,DIY,,ENTREPRISE,,http://sls-france.fr,axel.dubois@sls-france.fr,0699370171,SLM  SLA,"Skills :
Conception et fabrication de dispositifs médicaux 

Machines :
4 x SLM125HL
1 x Techgine SLM120
4 x Formlabs
1 x Usinage 5 axes
2 x Décolleteuses

Spécial :
1 x Salle blanche ISO7 nettoyage/conditionnement de dispositifs médicaux",,,,,Rennes,France,,"Skills :
Conception et fabrication de dispositifs médicaux 

Machines :
4 x SLM125HL
1 x Techgine SLM120
4 x Formlabs
1 x Usinage 5 axes
2 x Décolleteuses

Spécial :
1 x Salle blanche ISO7 nettoyage/conditionnement de dispositifs médicaux",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
IMT Atlantique,Une dizaine d'imprimantes Ultimaker (2  2+ extended  3...),NUMERIQUE,,DIY,,ENTREPRISE,,https://www.imt-atlantique.fr/fr,baptiste.gaultier@imt.fr,0673247718,FDM,Une dizaine d'imprimantes Ultimaker (2  2+ extended  3...),,,,,Rennes,France,,Une dizaine d'imprimantes Ultimaker (2  2+ extended  3...),https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Réseau des FabLabs Roche aux Fées Communauté,8 Ultimaker 2+  1 Ultimaker S5  1 Formlabs Form2  1 Markforged Onyx One,NUMERIQUE,,DIY,,ENTREPRISE,,www.lafabrique-rocheauxfees.fr,fablab@ccprf.fr,0784001571,FDM / SLA,8 Ultimaker 2+  1 Ultimaker S5  1 Formlabs Form2  1 Markforged Onyx One,,,,,Janzé/Amanlis,France,,8 Ultimaker 2+  1 Ultimaker S5  1 Formlabs Form2  1 Markforged Onyx One,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
3D Model Concept,"Stratasys Uprint SE plus 203x203x152
Makerbot replicator 2X
SCANNER 3D
CAO 3D SolidWorks",NUMERIQUE,,DIY,,ENTREPRISE,,www.3dmc.fr,laurent.armanet@3dmc.fr,0648391320,FDM,"Stratasys Uprint SE plus 203x203x152
Makerbot replicator 2X
SCANNER 3D
CAO 3D SolidWorks",,,,,St Martin le vinoux,France,,"Stratasys Uprint SE plus 203x203x152
Makerbot replicator 2X
SCANNER 3D
CAO 3D SolidWorks",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Athletics 3D ,10 machines FDM Zortrax de la M200 à la M300 Dual,NUMERIQUE,,DIY,,ENTREPRISE,,www.athletics3d.com ,Clement.jacquelin@athletics3d.com ,0688142388 ,FDM,10 machines FDM Zortrax de la M200 à la M300 Dual,,,,,Villard de lans ,France,,10 machines FDM Zortrax de la M200 à la M300 Dual,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Chabloz Orthopédie,1 Imprimante HP MJF 4200 avec PA12,NUMERIQUE,,DIY,,ENTREPRISE,,www.chabloz-ortho.com,matthieu.longueville@chabloz.fr,0648349953,MJF,1 Imprimante HP MJF 4200 avec PA12,,,,,Seyssinet-Pariset,France,,1 Imprimante HP MJF 4200 avec PA12,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
SAIKU,3 Ultimaker 2+ 1 3DP Workbench + 1 Ender 3,NUMERIQUE,,DIY,,ENTREPRISE,,www.saiku.fr,contact@saiku.fr,0629632664,FDM,3 Ultimaker 2+ 1 3DP Workbench + 1 Ender 3,,,,,Crolles,France,,3 Ultimaker 2+ 1 3DP Workbench + 1 Ender 3,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Audrey Roudaut,1 ultimaker 2+ 1 anycubic 4maxpro,NUMERIQUE,,DIY,,ENTREPRISE,,,chevallier_fr_2000@yahoo.fr,0664749554,FDM,1 ultimaker 2+ 1 anycubic 4maxpro,,,,,Tullins,France,,1 ultimaker 2+ 1 anycubic 4maxpro,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Collège F.léger,1 UP BOX+   1UPMini    Modélisation 3D,NUMERIQUE,,DIY,,ENTREPRISE,,,clement.brugère@ac-grenoble.fr,695615066,,1 UP BOX+   1UPMini    Modélisation 3D,,,,,St martin d'hères,France,,1 UP BOX+   1UPMini    Modélisation 3D,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
INTERACSCIENCES,2 imprimantes Prusa MK3s (option multimatréiaux),NUMERIQUE,,DIY,,ENTREPRISE,,www.interacsciences.fr,aguila.alexandre@gmail.col,0674492686,FDM,2 imprimantes Prusa MK3s (option multimatréiaux),,,,,Grenoble,France,,2 imprimantes Prusa MK3s (option multimatréiaux),https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
L'Établi - Fab Lab,1 Zortrax 200 M- 1 Ultimaker S5 - 1 Dagoma DiscoEasy ,NUMERIQUE,,DIY,,ENTREPRISE,,https://letabli.net/,fernand@letabli.net,0637202153,FDM,1 Zortrax 200 M- 1 Ultimaker S5 - 1 Dagoma DiscoEasy ,,,,,Soustons,France,,1 Zortrax 200 M- 1 Ultimaker S5 - 1 Dagoma DiscoEasy ,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
ECO CONCEPT 3D,2 FDM + 1 SLA,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.ecoconcept3d.com,contact@ecoconcept3d.com,0616413783,FDM et SLA,2 FDM + 1 SLA,,,,,La Grand Croix,France,,2 FDM + 1 SLA,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
HERATEC,1 STRATASYS 900mc,NUMERIQUE,,DIY,,ENTREPRISE,,www.groupe-vacher.com,dpadoan.heratec@groupe-vacher.com,0616822698,FDM,1 STRATASYS 900mc,,,,,Saint Just Saint Rambert,France,,1 STRATASYS 900mc,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
ENISE,"Fabrication Additive Métal
2 PROX 200
à disposition immédiate : (70Kg d'alliage de titane  36 Kg d'acier inoxydable  82 Kg d'acier à outil et 108 Kg d'alliage d'Aluminium)

Fabrication Additive Polymère
2 Prusa i3 mk3s
1 Stratasys Uprint SEplus
1 GermanRepRap x400v4

avec à disposition immédiate PLA et ABS
",NUMERIQUE,,DIY,,ENTREPRISE,,www.enise.fr,philippe.bertrand@enise.fr,0674293788,"L-PBF
DED
FDM","Fabrication Additive Métal
2 PROX 200
à disposition immédiate : (70Kg d'alliage de titane  36 Kg d'acier inoxydable  82 Kg d'acier à outil et 108 Kg d'alliage d'Aluminium)

Fabrication Additive Polymère
2 Prusa i3 mk3s
1 Stratasys Uprint SEplus
1 GermanRepRap x400v4

avec à disposition immédiate PLA et ABS
",,,,,Saint Etienne,France,,"Fabrication Additive Métal
2 PROX 200
à disposition immédiate : (70Kg d'alliage de titane  36 Kg d'acier inoxydable  82 Kg d'acier à outil et 108 Kg d'alliage d'Aluminium)

Fabrication Additive Polymère
2 Prusa i3 mk3s
1 Stratasys Uprint SEplus
1 GermanRepRap x400v4

avec à disposition immédiate PLA et ABS
",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
THALES ANGENIEUX,FABLAB avec 3 FDM et 2 SLA,NUMERIQUE,,DIY,,ENTREPRISE,,www.thales.com,,0688085593,FDM et SLA,FABLAB avec 3 FDM et 2 SLA,,,,,Saint Heand ,France,,FABLAB avec 3 FDM et 2 SLA,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Ecole des Mines de Saint-Etienne,2 imprimanes FDM Volumic STREAM 20 et Stream 30,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.mines-stetienne.fr/,hubert.taxil@emse.fr,,FDM,2 imprimanes FDM Volumic STREAM 20 et Stream 30,,,,,Saint-Etienne,France,,2 imprimanes FDM Volumic STREAM 20 et Stream 30,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Make It Engineering,Raise3D pro 2 +,NUMERIQUE,,DIY,,ENTREPRISE,,www.make-it-engineering.com,fabien.jouve@make-it-engineering.com,0695313155,FDM,Raise3D pro 2 +,,,,,Boisset st priest,France,,Raise3D pro 2 +,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
LA Tortue Rouge,Zortrax M200,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.3dforge.ch,herve-meunier@la-tortue-rouge.fr,06 63 69 25 29,FDM,Zortrax M200,,,,,Roanne,France,,Zortrax M200,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
CETIM,DIGITAL METAL P2000,NUMERIQUE,,DIY,,ENTREPRISE,,www.cetim.fr,maxime.fayolle@cetim.fr,+33672801439,MBJ,DIGITAL METAL P2000,,,,,SAINT ETIENNE,France,,DIGITAL METAL P2000,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
CETIM,Trumpf Truprint 1000,NUMERIQUE,,DIY,,ENTREPRISE,,www.cetim.fr,maxime.fayolle@cetim.fr,+33672801439,SLM,Trumpf Truprint 1000,,,,,SAINT ETIENNE,France,,Trumpf Truprint 1000,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
L'I.F4.0 reprint the world,2 imprimante fdm 200x200 plus une imprimante fdm 200x200 modifier pour le pehd ,NUMERIQUE,,DIY,,ENTREPRISE,,,phender.43@gmail.com,0675250223,FDM,2 imprimante fdm 200x200 plus une imprimante fdm 200x200 modifier pour le pehd ,,,,,Couteuges,France,,2 imprimante fdm 200x200 plus une imprimante fdm 200x200 modifier pour le pehd ,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
3D NEW PRINT,"1 markforged Metal 1 markforged X7 1 Markforged mark2 1 intamsys 1 volumic 1 envisiontec
",NUMERIQUE,,DIY,,ENTREPRISE,,,christophe.desarthe@3dnewprint.com0670209297,,,"1 markforged Metal 1 markforged X7 1 Markforged mark2 1 intamsys 1 volumic 1 envisiontec
",,,,,LES SORINIERES,France,,"1 markforged Metal 1 markforged X7 1 Markforged mark2 1 intamsys 1 volumic 1 envisiontec
",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
antoine taillandier studio,3 imprimantes 3D Dagoma : DiscoEasy 200  DiscoUltimate  Neva Magis,NUMERIQUE,,DIY,,ENTREPRISE,,http://antoinetaillandier.com,contact@antoinetaillandier.com,0668169868,FDM - PLA ,3 imprimantes 3D Dagoma : DiscoEasy 200  DiscoUltimate  Neva Magis,,,,,Nantes,France,,3 imprimantes 3D Dagoma : DiscoEasy 200  DiscoUltimate  Neva Magis,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
ARMOR / KIMYA,40 machines pour de la production de pièces finies,NUMERIQUE,,DIY,,ENTREPRISE,,www.kimya.fr,pierre-antoine.pluvinage@armor-group.com,0619999479,FDM,40 machines pour de la production de pièces finies,,,,,Nantes,France,,40 machines pour de la production de pièces finies,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Blue LAB,1Ultimaker S5  1ultimaker 3ext,NUMERIQUE,,DIY,,ENTREPRISE,,www.bluelab44.fr,bluelabst@gmail.com,0767900721,,1Ultimaker S5  1ultimaker 3ext,,,,,Saint-Nazaire,France,,1Ultimaker S5  1ultimaker 3ext,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
cylaos,1 MJF580  1 Ultimaker S5  1 Form3  1 JCR600,NUMERIQUE,,DIY,,ENTREPRISE,,www.cylaos.fr,info@cylaos.fr,06 47 90 19 96,MJF  FDM  SLA,1 MJF580  1 Ultimaker S5  1 Form3  1 JCR600,,,,,Herbignac,France,,1 MJF580  1 Ultimaker S5  1 Form3  1 JCR600,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
3dpop,3 machines Ultimaker 2,NUMERIQUE,,DIY,,ENTREPRISE,,www.3dpop-paris.com,antoine@3dpop-impression3d.com,0667308231,FDM,3 machines Ultimaker 2,,,,,Nantes,France,,3 machines Ultimaker 2,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
DULSE,24 FDM  Découpe laser,NUMERIQUE,,DIY,,ENTREPRISE,,www.dulse.fr,yann@dulse.fr,07 69 18 15 79,FDM ,24 FDM  Découpe laser,,,,,Nantes,France,,24 FDM  Découpe laser,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
QB Maker,Service d'impression 3D FDM. Machines : CR-10  Alfawise U20  Creality Ender 3. ,NUMERIQUE,,DIY,,ENTREPRISE,,https://qbmaker.com/,contact@qbmaker.com,0686628372,,Service d'impression 3D FDM. Machines : CR-10  Alfawise U20  Creality Ender 3. ,,,,,Nantes,France,,Service d'impression 3D FDM. Machines : CR-10  Alfawise U20  Creality Ender 3. ,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Third - 03rd,Hp 580 + 1 lynxter s600d + 4 volumic supercharged+ 5 ultimaker s5,NUMERIQUE,,DIY,,ENTREPRISE,,www.03rd.fr ,contact@03rd.fr,06 31 29 93 26 ,FDM + MJF,Hp 580 + 1 lynxter s600d + 4 volumic supercharged+ 5 ultimaker s5,,,,,Saint-Nazaire,France,,Hp 580 + 1 lynxter s600d + 4 volumic supercharged+ 5 ultimaker s5,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Université de Nantes - Manufacturing Lab  - Halle6Ouest,"Makerbot
Markforged
Stratasys fortus
Envisiontec stéréolithographie
Découpe Jet d'eau
Machine CNC 3 axes et 5 axes
Tour CN",NUMERIQUE,,DIY,,ENTREPRISE,,www.univ-nantes.fr,benoit.furet@univ-nantes.fr,0680603722,FDM  SLA  SLM,"Makerbot
Markforged
Stratasys fortus
Envisiontec stéréolithographie
Découpe Jet d'eau
Machine CNC 3 axes et 5 axes
Tour CN",,,,,Nantes,France,,"Makerbot
Markforged
Stratasys fortus
Envisiontec stéréolithographie
Découpe Jet d'eau
Machine CNC 3 axes et 5 axes
Tour CN",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
A.D.I.F. informatique,imprimante 3D : UPmini  UPbox  Cube 3Dprinter  3D PrusaI3  3D MicroDelta  3D MakerbotReplicator-2X  3D LiquidCrystal (resine) ; scanner 3D : MakerBotDigitizer 3Dscanner  Sense 3Dscanner ; machine CNC : OpenMakerMachine-CNC,NUMERIQUE,,DIY,,ENTREPRISE,,http://www.adif-informatique.fr/,adif-informatique@adif-informatique.fr,0672870023,FDM  SLA,imprimante 3D : UPmini  UPbox  Cube 3Dprinter  3D PrusaI3  3D MicroDelta  3D MakerbotReplicator-2X  3D LiquidCrystal (resine) ; scanner 3D : MakerBotDigitizer 3Dscanner  Sense 3Dscanner ; machine CNC : OpenMakerMachine-CNC,,,,,la Chapelle-sur-Erdre,France,,imprimante 3D : UPmini  UPbox  Cube 3Dprinter  3D PrusaI3  3D MicroDelta  3D MakerbotReplicator-2X  3D LiquidCrystal (resine) ; scanner 3D : MakerBotDigitizer 3Dscanner  Sense 3Dscanner ; machine CNC : OpenMakerMachine-CNC,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Centrale Nantes,FDM SLS,NUMERIQUE,,DIY,,ENTREPRISE,,,jean-yves.hascoet@ec-nantes.fr,0607910742,FDM SLS ,FDM SLS,,,,,NANTES,France,,FDM SLS,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
2FinallyPrint3d ,2 wanhao d6 fdm 1 photon dlp 2 autre fdm,NUMERIQUE,,DIY,,ENTREPRISE,,www.2finallyprint3d.fr,2finallyprint3d@gmail.com ,0625896248,Fdm. Dlp,2 wanhao d6 fdm 1 photon dlp 2 autre fdm,,,,,Loiret france,France,,2 wanhao d6 fdm 1 photon dlp 2 autre fdm,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Delta Equipement / Delta 3D Print,5 x 3DP Platform 1000x500x700  2 x HYREL 400x300x250  5 x SINDOH 210x200x195  3 + 5 x 3D GENCE 260x300x340 + 235x255x195  2x HAGE  400x600x350 + 700x500x400  1 x Dynamical tools 600x450x400  1 x VOLUMIC 200x295x300 et 2 x MiniFactory 330x180x180 haute température,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.delta-3dprint.fr/,ydaunas@delta-equipement.fr,0687864910,FDM-Polymères:PLA PLAN ABS ASA PETG HIPS PP PE et tous les ultrapolymères: PPSU  PEKK  ULTEM  PEEK plus silicone et spécifiques.,5 x 3DP Platform 1000x500x700  2 x HYREL 400x300x250  5 x SINDOH 210x200x195  3 + 5 x 3D GENCE 260x300x340 + 235x255x195  2x HAGE  400x600x350 + 700x500x400  1 x Dynamical tools 600x450x400  1 x VOLUMIC 200x295x300 et 2 x MiniFactory 330x180x180 haute température,,,,,Orleans,France,,5 x 3DP Platform 1000x500x700  2 x HYREL 400x300x250  5 x SINDOH 210x200x195  3 + 5 x 3D GENCE 260x300x340 + 235x255x195  2x HAGE  400x600x350 + 700x500x400  1 x Dynamical tools 600x450x400  1 x VOLUMIC 200x295x300 et 2 x MiniFactory 330x180x180 haute température,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
